Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Belarus,BLR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.47516456691948,1.34051912736817,1.17143847529288,1.2725341422979,1.61809072065052,1.99093325768474,1.72859328314867,1.69851918264026,..
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39970.3174974794,40421.4207919096,41008.296719472,41318.0196388476,41825.7628316432,42382.3182763247,43098.4847198889,40612.3924560653,42901.4320595797
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.6195802783878,1.79294519302076,2.24085824041289,-5.36138663334856,6.13386596356445
Belgium,BEL,Gini index,SI.POV.GINI,27.7,28.1,27.7,27.6,27.4,27.2,27.2,26,..
Belgium,BEL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.33072996139526,2.37001991271973,2.42816996574402,2.52338004112244,2.66666007041931,2.86031007766724,3.16000008583069,3.47720003128052,..
Belgium,BEL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,26.1908470779882,26.1345254492953,24.3545378057285,22.8423291844664,23.4482589712933,24.0085660105362,22.62131642449,21.9701439434847,..
Belgium,BEL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0193368905135548,0.0200023114878053,0.0195380201886472,0.0188126642437691,0.0166585662203543,0.019239121093776,0.0150959935264914,0.0162595589029317,..
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5960.36040094913,6069.46147957835,6142.47883269283,6024.83594539496,5806.06544944251,5756.8522488581,5907.34887238917,5040.12252132539,5733.35261087401
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.52926208651398,4.08958130477117,3.36763330215155,0.113122171945705,-1.69491525423729,1.10344827586206,4.50204638472033,-13.4029590948651,15.2261306532663
Belize,BLZ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Belize,BLZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Belize,BLZ,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,18.5233406279872,19.8648103465856,19.5505519823569,20.470947290901,21.1601975415573,..,..,..,..
Belize,BLZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.55600149360228,2.64078179373652,1.20952058172765,1.03981503151429,0.954178597588331,0.996808197316465,0.790219798442613,0.829193635001881,..
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1020.5282340508,1054.10876660988,1041.65252315983,1045.15093657582,1072.36196622086,1111.22724012241,1153.72620998083,1164.70594618082,1214.07758989944
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733550151,3.84852309243699,7.15572952939961
Benin,BEN,Gini index,SI.POV.GINI,..,..,47.8,..,..,37.8,..,..,..
Benin,BEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Benin,BEN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Benin,BEN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.51561852901866,3.70461529956937,4.30435329785485,4.45599386355762,4.10749745388018,2.46040412481133,2.4825328579817,2.32162334142658,..
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,105492.480708055,101374.469787793,102005.62564189,102407.394383438,107237.031768386,106697.737486296,107036.239271085,99745.2416064214,105187.788086233
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.279708545423034,-3.70106759364258,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.306266735233933,-6.83795519136594,5.41353380956255
Bermuda,BMU,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.196299999952316,0.190830007195473,0.195069998502731,..,..,0.228560000658035,0.262369990348816,0.226930007338524,..
Bermuda,BMU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,..
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2436.86145145632,2551.48482296427,2695.63877250025,2889.49586833102,2998.4752634982,3065.85564992774,3219.64367070669,2878.43770450338,2976.90648315463
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.05512983672538,5.75516999309463,-10.0096992600585,4.08761879846328
Bhutan,BTN,Gini index,SI.POV.GINI,..,..,..,..,37.4,..,..,..,..
Bhutan,BTN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.7226979126826,13.6986506986787,13.2620386193551,12.9794732034214,12.5415621434496,16.6854549283115,15.6412080939078,12.9842437899039,..
Bhutan,BTN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.42639737795127,3.41883860606992,4.02829541274311,4.43640193257497,3.36402525599169,1.98869700878608,2.17981058124967,2.88398062973872,..
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2777.72052916476,2882.80689276903,2975.64881137847,3054.89254678859,3135.03164388911,3219.20088567555,3242.94884340563,2920.19744316688,3061.7386096362
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.79601142810841,5.46056950635136,4.85718730035796,4.26392083751466,4.1952063010676,4.22362351118875,2.21670577750376,-8.73788443399144,6.1058042252093
Bolivia,BOL,Gini index,SI.POV.GINI,47.6,47.8,46.7,45.2,44.6,42.6,41.6,43.6,40.9
Bolivia,BOL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,10.9041677869337,8.91759503400311,3.8289410853846,3.32733197033546,5.29143273381951,5.06676014470709,3.36219728217225,2.98790543114644,..
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4297.47400109552,4403.65393795403,4599.90102879933,4803.86129548034,5015.22423408221,5263.84826619226,5476.35576227301,5373.16875734591,5862.45830047874
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.3498566632458,1.15385109200403,3.08916270943587,3.14980730946617,3.17143490713458,3.74007310096745,2.83100130837011,-3.1192905153581,7.54559112979621
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.321319997310638,0.257250010967255,0.218600004911423,0.215939998626709,0.200479999184608,0.194849997758865,0.192640006542206,0.206139996647835,..
Bosnia and Herzegovina,BIH,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,19.751544642443,19.777901772831,19.9342159770549,19.951491172602,20.2593373449807,20.4407478263977,20.1013533136509,19.0093054070507,..
Bosnia and Herzegovina,BIH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.78183507013622,1.23990021070108,1.01181394906779,1.03934639659792,1.27177741029308,1.03467641221929,0.790181075567507,0.770192289852217,..
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6067.84615452117,6291.24410880899,5869.73294292043,6166.08517932784,6287.59798627756,6418.57188730836,6485.45726726932,5810.94830990799,6366.59221292196
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.1028237779771,5.69696453982205,-4.85099181652298,7.20181902928654,4.11305614345601,4.18983407399507,3.03259874052561,-8.72640862600439,11.3700218626674
Botswana,BWA,Gini index,SI.POV.GINI,..,..,53.3,..,..,..,..,..,..
