,country_x,economic_variable,year_x,value,country_y,region,c_t,year_y,pr,cl,total,matching_score
40,Albania,Adjusted net national income per capita (constant 2015 US$),2013,3227.0,Albania,Europe,c,2022,28,39,67,1.0
41,Albania,Adjusted net national income per capita (constant 2015 US$),2014,3255.0,Albania,Europe,c,2022,28,39,67,1.0
42,Albania,Adjusted net national income per capita (constant 2015 US$),2015,3267.0,Albania,Europe,c,2022,28,39,67,1.0
43,Albania,Adjusted net national income per capita (constant 2015 US$),2016,3375.0,Albania,Europe,c,2022,28,39,67,1.0
44,Albania,Adjusted net national income per capita (constant 2015 US$),2017,3450.0,Albania,Europe,c,2022,28,39,67,1.0
45,Albania,Adjusted net national income per capita (constant 2015 US$),2018,3587.0,Albania,Europe,c,2022,28,39,67,1.0
46,Albania,Adjusted net national income per capita (constant 2015 US$),2019,3621.0,Albania,Europe,c,2022,28,39,67,1.0
47,Albania,Adjusted net national income per capita (constant 2015 US$),2020,,Albania,Europe,c,2022,28,39,67,1.0
48,Albania,Gini index,2013,,Albania,Europe,c,2022,28,39,67,1.0
49,Albania,Gini index,2014,34.0,Albania,Europe,c,2022,28,39,67,1.0
50,Albania,Gini index,2015,32.0,Albania,Europe,c,2022,28,39,67,1.0
51,Albania,Gini index,2016,33.0,Albania,Europe,c,2022,28,39,67,1.0
52,Albania,Gini index,2017,33.0,Albania,Europe,c,2022,28,39,67,1.0
53,Albania,Gini index,2018,30.0,Albania,Europe,c,2022,28,39,67,1.0
54,Albania,Gini index,2019,30.0,Albania,Europe,c,2022,28,39,67,1.0
55,Albania,Gini index,2020,,Albania,Europe,c,2022,28,39,67,1.0
56,Albania,Income share held by highest 20%,2013,,Albania,Europe,c,2022,28,39,67,1.0
57,Albania,Income share held by highest 20%,2014,41.0,Albania,Europe,c,2022,28,39,67,1.0
58,Albania,Income share held by highest 20%,2015,40.0,Albania,Europe,c,2022,28,39,67,1.0
59,Albania,Income share held by highest 20%,2016,41.0,Albania,Europe,c,2022,28,39,67,1.0
60,Albania,Income share held by highest 20%,2017,40.0,Albania,Europe,c,2022,28,39,67,1.0
61,Albania,Income share held by highest 20%,2018,38.0,Albania,Europe,c,2022,28,39,67,1.0
62,Albania,Income share held by highest 20%,2019,39.0,Albania,Europe,c,2022,28,39,67,1.0
63,Albania,Income share held by highest 20%,2020,,Albania,Europe,c,2022,28,39,67,1.0
64,Albania,Income share held by lowest 20%,2013,,Albania,Europe,c,2022,28,39,67,1.0
65,Albania,Income share held by lowest 20%,2014,7.0,Albania,Europe,c,2022,28,39,67,1.0
66,Albania,Income share held by lowest 20%,2015,7.0,Albania,Europe,c,2022,28,39,67,1.0
67,Albania,Income share held by lowest 20%,2016,7.0,Albania,Europe,c,2022,28,39,67,1.0
68,Albania,Income share held by lowest 20%,2017,7.0,Albania,Europe,c,2022,28,39,67,1.0
69,Albania,Income share held by lowest 20%,2018,7.0,Albania,Europe,c,2022,28,39,67,1.0
70,Albania,Income share held by lowest 20%,2019,8.0,Albania,Europe,c,2022,28,39,67,1.0
71,Albania,Income share held by lowest 20%,2020,,Albania,Europe,c,2022,28,39,67,1.0
72,Albania,Total natural resources rents (% of GDP),2013,2.0,Albania,Europe,c,2022,28,39,67,1.0
73,Albania,Total natural resources rents (% of GDP),2014,3.0,Albania,Europe,c,2022,28,39,67,1.0
74,Albania,Total natural resources rents (% of GDP),2015,1.0,Albania,Europe,c,2022,28,39,67,1.0
75,Albania,Total natural resources rents (% of GDP),2016,1.0,Albania,Europe,c,2022,28,39,67,1.0
76,Albania,Total natural resources rents (% of GDP),2017,1.0,Albania,Europe,c,2022,28,39,67,1.0
77,Albania,Total natural resources rents (% of GDP),2018,1.0,Albania,Europe,c,2022,28,39,67,1.0
78,Albania,Total natural resources rents (% of GDP),2019,1.0,Albania,Europe,c,2022,28,39,67,1.0
79,Albania,Total natural resources rents (% of GDP),2020,1.0,Albania,Europe,c,2022,28,39,67,1.0
80,Algeria,Adjusted net national income per capita (constant 2015 US$),2013,3542.0,Algeria,Africa,c,2022,10,22,32,1.0
81,Algeria,Adjusted net national income per capita (constant 2015 US$),2014,3481.0,Algeria,Africa,c,2022,10,22,32,1.0
82,Algeria,Adjusted net national income per capita (constant 2015 US$),2015,3319.0,Algeria,Africa,c,2022,10,22,32,1.0
83,Algeria,Adjusted net national income per capita (constant 2015 US$),2016,3461.0,Algeria,Africa,c,2022,10,22,32,1.0
84,Algeria,Adjusted net national income per capita (constant 2015 US$),2017,3560.0,Algeria,Africa,c,2022,10,22,32,1.0
85,Algeria,Adjusted net national income per capita (constant 2015 US$),2018,3554.0,Algeria,Africa,c,2022,10,22,32,1.0
86,Algeria,Adjusted net national income per capita (constant 2015 US$),2019,3530.0,Algeria,Africa,c,2022,10,22,32,1.0
87,Algeria,Adjusted net national income per capita (constant 2015 US$),2020,3207.0,Algeria,Africa,c,2022,10,22,32,1.0
88,Algeria,Gini index,2013,,Algeria,Africa,c,2022,10,22,32,1.0
89,Algeria,Gini index,2014,,Algeria,Africa,c,2022,10,22,32,1.0
90,Algeria,Gini index,2015,,Algeria,Africa,c,2022,10,22,32,1.0
91,Algeria,Gini index,2016,,Algeria,Africa,c,2022,10,22,32,1.0
92,Algeria,Gini index,2017,,Algeria,Africa,c,2022,10,22,32,1.0
93,Algeria,Gini index,2018,,Algeria,Africa,c,2022,10,22,32,1.0
94,Algeria,Gini index,2019,,Algeria,Africa,c,2022,10,22,32,1.0
95,Algeria,Gini index,2020,,Algeria,Africa,c,2022,10,22,32,1.0
96,Algeria,Income share held by highest 20%,2013,,Algeria,Africa,c,2022,10,22,32,1.0
97,Algeria,Income share held by highest 20%,2014,,Algeria,Africa,c,2022,10,22,32,1.0
98,Algeria,Income share held by highest 20%,2015,,Algeria,Africa,c,2022,10,22,32,1.0
99,Algeria,Income share held by highest 20%,2016,,Algeria,Africa,c,2022,10,22,32,1.0
100,Algeria,Income share held by highest 20%,2017,,Algeria,Africa,c,2022,10,22,32,1.0
101,Algeria,Income share held by highest 20%,2018,,Algeria,Africa,c,2022,10,22,32,1.0
102,Algeria,Income share held by highest 20%,2019,,Algeria,Africa,c,2022,10,22,32,1.0
103,Algeria,Income share held by highest 20%,2020,,Algeria,Africa,c,2022,10,22,32,1.0
104,Algeria,Income share held by lowest 20%,2013,,Algeria,Africa,c,2022,10,22,32,1.0
105,Algeria,Income share held by lowest 20%,2014,,Algeria,Africa,c,2022,10,22,32,1.0
106,Algeria,Income share held by lowest 20%,2015,,Algeria,Africa,c,2022,10,22,32,1.0
107,Algeria,Income share held by lowest 20%,2016,,Algeria,Africa,c,2022,10,22,32,1.0
108,Algeria,Income share held by lowest 20%,2017,,Algeria,Africa,c,2022,10,22,32,1.0
109,Algeria,Income share held by lowest 20%,2018,,Algeria,Africa,c,2022,10,22,32,1.0
110,Algeria,Income share held by lowest 20%,2019,,Algeria,Africa,c,2022,10,22,32,1.0
111,Algeria,Income share held by lowest 20%,2020,,Algeria,Africa,c,2022,10,22,32,1.0
112,Algeria,Total natural resources rents (% of GDP),2013,27.0,Algeria,Africa,c,2022,10,22,32,1.0
113,Algeria,Total natural resources rents (% of GDP),2014,24.0,Algeria,Africa,c,2022,10,22,32,1.0
114,Algeria,Total natural resources rents (% of GDP),2015,15.0,Algeria,Africa,c,2022,10,22,32,1.0
115,Algeria,Total natural resources rents (% of GDP),2016,11.0,Algeria,Africa,c,2022,10,22,32,1.0
116,Algeria,Total natural resources rents (% of GDP),2017,14.0,Algeria,Africa,c,2022,10,22,32,1.0
117,Algeria,Total natural resources rents (% of GDP),2018,18.0,Algeria,Africa,c,2022,10,22,32,1.0
118,Algeria,Total natural resources rents (% of GDP),2019,16.0,Algeria,Africa,c,2022,10,22,32,1.0
119,Algeria,Total natural resources rents (% of GDP),2020,11.0,Algeria,Africa,c,2022,10,22,32,1.0
120,American Samoa,Adjusted net national income per capita (constant 2015 US$),2013,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
121,American Samoa,Adjusted net national income per capita (constant 2015 US$),2014,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
122,American Samoa,Adjusted net national income per capita (constant 2015 US$),2015,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
123,American Samoa,Adjusted net national income per capita (constant 2015 US$),2016,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
124,American Samoa,Adjusted net national income per capita (constant 2015 US$),2017,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
125,American Samoa,Adjusted net national income per capita (constant 2015 US$),2018,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
126,American Samoa,Adjusted net national income per capita (constant 2015 US$),2019,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
127,American Samoa,Adjusted net national income per capita (constant 2015 US$),2020,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
128,American Samoa,Gini index,2013,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
129,American Samoa,Gini index,2014,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
130,American Samoa,Gini index,2015,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
131,American Samoa,Gini index,2016,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
132,American Samoa,Gini index,2017,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
133,American Samoa,Gini index,2018,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
134,American Samoa,Gini index,2019,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
135,American Samoa,Gini index,2020,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
136,American Samoa,Income share held by highest 20%,2013,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
137,American Samoa,Income share held by highest 20%,2014,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
138,American Samoa,Income share held by highest 20%,2015,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
139,American Samoa,Income share held by highest 20%,2016,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
140,American Samoa,Income share held by highest 20%,2017,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
141,American Samoa,Income share held by highest 20%,2018,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
142,American Samoa,Income share held by highest 20%,2019,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
143,American Samoa,Income share held by highest 20%,2020,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
144,American Samoa,Income share held by lowest 20%,2013,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
145,American Samoa,Income share held by lowest 20%,2014,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
146,American Samoa,Income share held by lowest 20%,2015,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
147,American Samoa,Income share held by lowest 20%,2016,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
148,American Samoa,Income share held by lowest 20%,2017,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
149,American Samoa,Income share held by lowest 20%,2018,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
150,American Samoa,Income share held by lowest 20%,2019,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
151,American Samoa,Income share held by lowest 20%,2020,,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
152,American Samoa,Total natural resources rents (% of GDP),2013,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
153,American Samoa,Total natural resources rents (% of GDP),2014,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
154,American Samoa,Total natural resources rents (% of GDP),2015,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
155,American Samoa,Total natural resources rents (% of GDP),2016,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
156,American Samoa,Total natural resources rents (% of GDP),2017,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
157,American Samoa,Total natural resources rents (% of GDP),2018,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
158,American Samoa,Total natural resources rents (% of GDP),2019,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
159,American Samoa,Total natural resources rents (% of GDP),2020,0.0,Samoa,Asia,c,2022,32,51,83,0.5803413913658677
160,Andorra,Adjusted net national income per capita (constant 2015 US$),2013,,Andorra,Europe,c,2022,38,55,93,1.0
161,Andorra,Adjusted net national income per capita (constant 2015 US$),2014,,Andorra,Europe,c,2022,38,55,93,1.0
162,Andorra,Adjusted net national income per capita (constant 2015 US$),2015,,Andorra,Europe,c,2022,38,55,93,1.0
163,Andorra,Adjusted net national income per capita (constant 2015 US$),2016,,Andorra,Europe,c,2022,38,55,93,1.0
164,Andorra,Adjusted net national income per capita (constant 2015 US$),2017,,Andorra,Europe,c,2022,38,55,93,1.0
165,Andorra,Adjusted net national income per capita (constant 2015 US$),2018,,Andorra,Europe,c,2022,38,55,93,1.0
166,Andorra,Adjusted net national income per capita (constant 2015 US$),2019,,Andorra,Europe,c,2022,38,55,93,1.0
167,Andorra,Adjusted net national income per capita (constant 2015 US$),2020,,Andorra,Europe,c,2022,38,55,93,1.0
168,Andorra,Gini index,2013,,Andorra,Europe,c,2022,38,55,93,1.0
169,Andorra,Gini index,2014,,Andorra,Europe,c,2022,38,55,93,1.0
170,Andorra,Gini index,2015,,Andorra,Europe,c,2022,38,55,93,1.0
171,Andorra,Gini index,2016,,Andorra,Europe,c,2022,38,55,93,1.0
172,Andorra,Gini index,2017,,Andorra,Europe,c,2022,38,55,93,1.0
173,Andorra,Gini index,2018,,Andorra,Europe,c,2022,38,55,93,1.0
174,Andorra,Gini index,2019,,Andorra,Europe,c,2022,38,55,93,1.0
175,Andorra,Gini index,2020,,Andorra,Europe,c,2022,38,55,93,1.0
176,Andorra,Income share held by highest 20%,2013,,Andorra,Europe,c,2022,38,55,93,1.0
177,Andorra,Income share held by highest 20%,2014,,Andorra,Europe,c,2022,38,55,93,1.0
178,Andorra,Income share held by highest 20%,2015,,Andorra,Europe,c,2022,38,55,93,1.0
179,Andorra,Income share held by highest 20%,2016,,Andorra,Europe,c,2022,38,55,93,1.0
180,Andorra,Income share held by highest 20%,2017,,Andorra,Europe,c,2022,38,55,93,1.0
181,Andorra,Income share held by highest 20%,2018,,Andorra,Europe,c,2022,38,55,93,1.0
182,Andorra,Income share held by highest 20%,2019,,Andorra,Europe,c,2022,38,55,93,1.0
183,Andorra,Income share held by highest 20%,2020,,Andorra,Europe,c,2022,38,55,93,1.0
184,Andorra,Income share held by lowest 20%,2013,,Andorra,Europe,c,2022,38,55,93,1.0
185,Andorra,Income share held by lowest 20%,2014,,Andorra,Europe,c,2022,38,55,93,1.0
186,Andorra,Income share held by lowest 20%,2015,,Andorra,Europe,c,2022,38,55,93,1.0
187,Andorra,Income share held by lowest 20%,2016,,Andorra,Europe,c,2022,38,55,93,1.0
188,Andorra,Income share held by lowest 20%,2017,,Andorra,Europe,c,2022,38,55,93,1.0
189,Andorra,Income share held by lowest 20%,2018,,Andorra,Europe,c,2022,38,55,93,1.0
190,Andorra,Income share held by lowest 20%,2019,,Andorra,Europe,c,2022,38,55,93,1.0
191,Andorra,Income share held by lowest 20%,2020,,Andorra,Europe,c,2022,38,55,93,1.0
192,Andorra,Total natural resources rents (% of GDP),2013,0.0,Andorra,Europe,c,2022,38,55,93,1.0
193,Andorra,Total natural resources rents (% of GDP),2014,0.0,Andorra,Europe,c,2022,38,55,93,1.0
194,Andorra,Total natural resources rents (% of GDP),2015,0.0,Andorra,Europe,c,2022,38,55,93,1.0
195,Andorra,Total natural resources rents (% of GDP),2016,0.0,Andorra,Europe,c,2022,38,55,93,1.0
196,Andorra,Total natural resources rents (% of GDP),2017,0.0,Andorra,Europe,c,2022,38,55,93,1.0
197,Andorra,Total natural resources rents (% of GDP),2018,0.0,Andorra,Europe,c,2022,38,55,93,1.0
198,Andorra,Total natural resources rents (% of GDP),2019,0.0,Andorra,Europe,c,2022,38,55,93,1.0
199,Andorra,Total natural resources rents (% of GDP),2020,,Andorra,Europe,c,2022,38,55,93,1.0
200,Angola,Adjusted net national income per capita (constant 2015 US$),2013,2450.0,Angola,Africa,c,2022,10,20,30,1.0
201,Angola,Adjusted net national income per capita (constant 2015 US$),2014,2642.0,Angola,Africa,c,2022,10,20,30,1.0
202,Angola,Adjusted net national income per capita (constant 2015 US$),2015,3199.0,Angola,Africa,c,2022,10,20,30,1.0
203,Angola,Adjusted net national income per capita (constant 2015 US$),2016,4714.0,Angola,Africa,c,2022,10,20,30,1.0
204,Angola,Adjusted net national income per capita (constant 2015 US$),2017,3932.0,Angola,Africa,c,2022,10,20,30,1.0
205,Angola,Adjusted net national income per capita (constant 2015 US$),2018,2780.0,Angola,Africa,c,2022,10,20,30,1.0
206,Angola,Adjusted net national income per capita (constant 2015 US$),2019,2852.0,Angola,Africa,c,2022,10,20,30,1.0
207,Angola,Adjusted net national income per capita (constant 2015 US$),2020,2033.0,Angola,Africa,c,2022,10,20,30,1.0
208,Angola,Gini index,2013,,Angola,Africa,c,2022,10,20,30,1.0
209,Angola,Gini index,2014,,Angola,Africa,c,2022,10,20,30,1.0
210,Angola,Gini index,2015,,Angola,Africa,c,2022,10,20,30,1.0
211,Angola,Gini index,2016,,Angola,Africa,c,2022,10,20,30,1.0
212,Angola,Gini index,2017,,Angola,Africa,c,2022,10,20,30,1.0
213,Angola,Gini index,2018,51.0,Angola,Africa,c,2022,10,20,30,1.0
214,Angola,Gini index,2019,,Angola,Africa,c,2022,10,20,30,1.0
215,Angola,Gini index,2020,,Angola,Africa,c,2022,10,20,30,1.0
216,Angola,Income share held by highest 20%,2013,,Angola,Africa,c,2022,10,20,30,1.0
217,Angola,Income share held by highest 20%,2014,,Angola,Africa,c,2022,10,20,30,1.0
218,Angola,Income share held by highest 20%,2015,,Angola,Africa,c,2022,10,20,30,1.0
219,Angola,Income share held by highest 20%,2016,,Angola,Africa,c,2022,10,20,30,1.0
220,Angola,Income share held by highest 20%,2017,,Angola,Africa,c,2022,10,20,30,1.0
221,Angola,Income share held by highest 20%,2018,55.0,Angola,Africa,c,2022,10,20,30,1.0
222,Angola,Income share held by highest 20%,2019,,Angola,Africa,c,2022,10,20,30,1.0
223,Angola,Income share held by highest 20%,2020,,Angola,Africa,c,2022,10,20,30,1.0
224,Angola,Income share held by lowest 20%,2013,,Angola,Africa,c,2022,10,20,30,1.0
225,Angola,Income share held by lowest 20%,2014,,Angola,Africa,c,2022,10,20,30,1.0
226,Angola,Income share held by lowest 20%,2015,,Angola,Africa,c,2022,10,20,30,1.0
227,Angola,Income share held by lowest 20%,2016,,Angola,Africa,c,2022,10,20,30,1.0
228,Angola,Income share held by lowest 20%,2017,,Angola,Africa,c,2022,10,20,30,1.0
229,Angola,Income share held by lowest 20%,2018,3.0,Angola,Africa,c,2022,10,20,30,1.0
230,Angola,Income share held by lowest 20%,2019,,Angola,Africa,c,2022,10,20,30,1.0
231,Angola,Income share held by lowest 20%,2020,,Angola,Africa,c,2022,10,20,30,1.0
232,Angola,Total natural resources rents (% of GDP),2013,30.0,Angola,Africa,c,2022,10,20,30,1.0
233,Angola,Total natural resources rents (% of GDP),2014,23.0,Angola,Africa,c,2022,10,20,30,1.0
234,Angola,Total natural resources rents (% of GDP),2015,10.0,Angola,Africa,c,2022,10,20,30,1.0
235,Angola,Total natural resources rents (% of GDP),2016,10.0,Angola,Africa,c,2022,10,20,30,1.0
236,Angola,Total natural resources rents (% of GDP),2017,16.0,Angola,Africa,c,2022,10,20,30,1.0
237,Angola,Total natural resources rents (% of GDP),2018,27.0,Angola,Africa,c,2022,10,20,30,1.0
238,Angola,Total natural resources rents (% of GDP),2019,26.0,Angola,Africa,c,2022,10,20,30,1.0
239,Angola,Total natural resources rents (% of GDP),2020,25.0,Angola,Africa,c,2022,10,20,30,1.0
240,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2013,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
241,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2014,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
242,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2015,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
243,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2016,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
244,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2017,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
245,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2018,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
246,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2019,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
247,Antigua and Barbuda,Adjusted net national income per capita (constant 2015 US$),2020,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
248,Antigua and Barbuda,Gini index,2013,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
249,Antigua and Barbuda,Gini index,2014,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
250,Antigua and Barbuda,Gini index,2015,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
251,Antigua and Barbuda,Gini index,2016,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
252,Antigua and Barbuda,Gini index,2017,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
253,Antigua and Barbuda,Gini index,2018,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
254,Antigua and Barbuda,Gini index,2019,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
255,Antigua and Barbuda,Gini index,2020,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
256,Antigua and Barbuda,Income share held by highest 20%,2013,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
257,Antigua and Barbuda,Income share held by highest 20%,2014,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
258,Antigua and Barbuda,Income share held by highest 20%,2015,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
259,Antigua and Barbuda,Income share held by highest 20%,2016,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
260,Antigua and Barbuda,Income share held by highest 20%,2017,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
261,Antigua and Barbuda,Income share held by highest 20%,2018,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
262,Antigua and Barbuda,Income share held by highest 20%,2019,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
263,Antigua and Barbuda,Income share held by highest 20%,2020,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
264,Antigua and Barbuda,Income share held by lowest 20%,2013,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
265,Antigua and Barbuda,Income share held by lowest 20%,2014,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
266,Antigua and Barbuda,Income share held by lowest 20%,2015,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
267,Antigua and Barbuda,Income share held by lowest 20%,2016,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
268,Antigua and Barbuda,Income share held by lowest 20%,2017,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
269,Antigua and Barbuda,Income share held by lowest 20%,2018,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
270,Antigua and Barbuda,Income share held by lowest 20%,2019,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
271,Antigua and Barbuda,Income share held by lowest 20%,2020,,Antigua and Barbuda,Americas,c,2022,33,52,85,1.0
