,country_x,economic_variable,Series Code,year_x,value,country_y,region,c_t,year_y,pr,cl,total,matching_score
18,Afghanistan,Gini index,SI.POV.GINI,2017,,Afghanistan,Asia,c,2022,1,9,10,1.0
19,Afghanistan,Gini index,SI.POV.GINI,2018,,Afghanistan,Asia,c,2022,1,9,10,1.0
20,Afghanistan,Gini index,SI.POV.GINI,2019,,Afghanistan,Asia,c,2022,1,9,10,1.0
21,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,,Afghanistan,Asia,c,2022,1,9,10,1.0
22,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Afghanistan,Asia,c,2022,1,9,10,1.0
23,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Afghanistan,Asia,c,2022,1,9,10,1.0
24,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,,Afghanistan,Asia,c,2022,1,9,10,1.0
25,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,,Afghanistan,Asia,c,2022,1,9,10,1.0
26,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,,Afghanistan,Asia,c,2022,1,9,10,1.0
27,Afghanistan,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,Afghanistan,Asia,c,2022,1,9,10,1.0
28,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,7.0,Afghanistan,Asia,c,2022,1,9,10,1.0
29,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,6.0,Afghanistan,Asia,c,2022,1,9,10,1.0
30,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,7.0,Afghanistan,Asia,c,2022,1,9,10,1.0
31,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,9.0,Afghanistan,Asia,c,2022,1,9,10,1.0
32,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,9.0,Afghanistan,Asia,c,2022,1,9,10,1.0
33,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,,Afghanistan,Asia,c,2022,1,9,10,1.0
34,Afghanistan,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,Afghanistan,Asia,c,2022,1,9,10,1.0
35,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
36,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
37,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
38,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
39,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
40,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
41,Afghanistan,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,0.0,Afghanistan,Asia,c,2022,1,9,10,1.0
42,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,1.0,Albania,Europe,c,2022,28,39,67,1.0
43,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,1.0,Albania,Europe,c,2022,28,39,67,1.0
44,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,2.0,Albania,Europe,c,2022,28,39,67,1.0
45,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.0,Albania,Europe,c,2022,28,39,67,1.0
46,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.0,Albania,Europe,c,2022,28,39,67,1.0
47,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.0,Albania,Europe,c,2022,28,39,67,1.0
48,Albania,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,2.0,Albania,Europe,c,2022,28,39,67,1.0
49,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,3780.0,Albania,Europe,c,2022,28,39,67,1.0
50,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,3855.0,Albania,Europe,c,2022,28,39,67,1.0
51,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,3952.0,Albania,Europe,c,2022,28,39,67,1.0
52,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,4090.0,Albania,Europe,c,2022,28,39,67,1.0
53,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,4249.0,Albania,Europe,c,2022,28,39,67,1.0
54,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,4431.0,Albania,Europe,c,2022,28,39,67,1.0
55,Albania,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,4543.0,Albania,Europe,c,2022,28,39,67,1.0
56,Albania,Gini index,SI.POV.GINI,2013,,Albania,Europe,c,2022,28,39,67,1.0
57,Albania,Gini index,SI.POV.GINI,2014,34.0,Albania,Europe,c,2022,28,39,67,1.0
58,Albania,Gini index,SI.POV.GINI,2015,32.0,Albania,Europe,c,2022,28,39,67,1.0
59,Albania,Gini index,SI.POV.GINI,2016,33.0,Albania,Europe,c,2022,28,39,67,1.0
60,Albania,Gini index,SI.POV.GINI,2017,33.0,Albania,Europe,c,2022,28,39,67,1.0
61,Albania,Gini index,SI.POV.GINI,2018,30.0,Albania,Europe,c,2022,28,39,67,1.0
62,Albania,Gini index,SI.POV.GINI,2019,30.0,Albania,Europe,c,2022,28,39,67,1.0
63,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,,Albania,Europe,c,2022,28,39,67,1.0
64,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Albania,Europe,c,2022,28,39,67,1.0
65,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Albania,Europe,c,2022,28,39,67,1.0
66,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,,Albania,Europe,c,2022,28,39,67,1.0
67,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,,Albania,Europe,c,2022,28,39,67,1.0
68,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,,Albania,Europe,c,2022,28,39,67,1.0
69,Albania,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,Albania,Europe,c,2022,28,39,67,1.0
70,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,16.0,Albania,Europe,c,2022,28,39,67,1.0
71,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,18.0,Albania,Europe,c,2022,28,39,67,1.0
72,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,18.0,Albania,Europe,c,2022,28,39,67,1.0
73,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,17.0,Albania,Europe,c,2022,28,39,67,1.0
74,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,18.0,Albania,Europe,c,2022,28,39,67,1.0
75,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,18.0,Albania,Europe,c,2022,28,39,67,1.0
76,Albania,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,18.0,Albania,Europe,c,2022,28,39,67,1.0
77,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,2.0,Albania,Europe,c,2022,28,39,67,1.0
78,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,3.0,Albania,Europe,c,2022,28,39,67,1.0
79,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,1.0,Albania,Europe,c,2022,28,39,67,1.0
80,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,1.0,Albania,Europe,c,2022,28,39,67,1.0
81,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,1.0,Albania,Europe,c,2022,28,39,67,1.0
82,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,1.0,Albania,Europe,c,2022,28,39,67,1.0
83,Albania,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,1.0,Albania,Europe,c,2022,28,39,67,1.0
84,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,2.0,Algeria,Africa,c,2022,10,22,32,1.0
85,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.0,Algeria,Africa,c,2022,10,22,32,1.0
86,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,3.0,Algeria,Africa,c,2022,10,22,32,1.0
87,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.0,Algeria,Africa,c,2022,10,22,32,1.0
88,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,1.0,Algeria,Africa,c,2022,10,22,32,1.0
89,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.0,Algeria,Africa,c,2022,10,22,32,1.0
90,Algeria,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,0.0,Algeria,Africa,c,2022,10,22,32,1.0
91,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,4057.0,Algeria,Africa,c,2022,10,22,32,1.0
92,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,4129.0,Algeria,Africa,c,2022,10,22,32,1.0
93,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,4197.0,Algeria,Africa,c,2022,10,22,32,1.0
94,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,4246.0,Algeria,Africa,c,2022,10,22,32,1.0
95,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,4218.0,Algeria,Africa,c,2022,10,22,32,1.0
96,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,4188.0,Algeria,Africa,c,2022,10,22,32,1.0
97,Algeria,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,4153.0,Algeria,Africa,c,2022,10,22,32,1.0
98,Algeria,Gini index,SI.POV.GINI,2013,,Algeria,Africa,c,2022,10,22,32,1.0
99,Algeria,Gini index,SI.POV.GINI,2014,,Algeria,Africa,c,2022,10,22,32,1.0
100,Algeria,Gini index,SI.POV.GINI,2015,,Algeria,Africa,c,2022,10,22,32,1.0
101,Algeria,Gini index,SI.POV.GINI,2016,,Algeria,Africa,c,2022,10,22,32,1.0
102,Algeria,Gini index,SI.POV.GINI,2017,,Algeria,Africa,c,2022,10,22,32,1.0
103,Algeria,Gini index,SI.POV.GINI,2018,,Algeria,Africa,c,2022,10,22,32,1.0
104,Algeria,Gini index,SI.POV.GINI,2019,,Algeria,Africa,c,2022,10,22,32,1.0
105,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,,Algeria,Africa,c,2022,10,22,32,1.0
106,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Algeria,Africa,c,2022,10,22,32,1.0
107,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Algeria,Africa,c,2022,10,22,32,1.0
108,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,,Algeria,Africa,c,2022,10,22,32,1.0
109,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,0.0,Algeria,Africa,c,2022,10,22,32,1.0
110,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,,Algeria,Africa,c,2022,10,22,32,1.0
111,Algeria,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,Algeria,Africa,c,2022,10,22,32,1.0
112,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,,Algeria,Africa,c,2022,10,22,32,1.0
113,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,,Algeria,Africa,c,2022,10,22,32,1.0
114,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,,Algeria,Africa,c,2022,10,22,32,1.0
115,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,,Algeria,Africa,c,2022,10,22,32,1.0
116,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,,Algeria,Africa,c,2022,10,22,32,1.0
117,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,,Algeria,Africa,c,2022,10,22,32,1.0
118,Algeria,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,Algeria,Africa,c,2022,10,22,32,1.0
119,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,27.0,Algeria,Africa,c,2022,10,22,32,1.0
120,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,24.0,Algeria,Africa,c,2022,10,22,32,1.0
121,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,15.0,Algeria,Africa,c,2022,10,22,32,1.0
122,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,11.0,Algeria,Africa,c,2022,10,22,32,1.0
123,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,14.0,Algeria,Africa,c,2022,10,22,32,1.0
124,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,18.0,Algeria,Africa,c,2022,10,22,32,1.0
125,Algeria,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,16.0,Algeria,Africa,c,2022,10,22,32,1.0
126,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,-2.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
127,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,1.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
128,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,3.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
129,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,-1.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
130,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,-6.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
131,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
132,American Samoa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
133,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,12098.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
134,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,12494.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
135,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,13101.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
136,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,13116.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
137,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,12442.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
138,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,13049.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
139,American Samoa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,13288.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
140,American Samoa,Gini index,SI.POV.GINI,2013,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
141,American Samoa,Gini index,SI.POV.GINI,2014,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
142,American Samoa,Gini index,SI.POV.GINI,2015,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
143,American Samoa,Gini index,SI.POV.GINI,2016,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
144,American Samoa,Gini index,SI.POV.GINI,2017,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
145,American Samoa,Gini index,SI.POV.GINI,2018,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
146,American Samoa,Gini index,SI.POV.GINI,2019,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
147,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
148,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
149,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
150,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
151,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
152,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
153,American Samoa,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
154,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
155,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
156,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
157,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
158,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
159,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
160,American Samoa,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
161,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
162,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
163,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
164,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
165,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
166,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
167,American Samoa,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,0.0,Samoa,Asia,c,2022,32,51,83,0.6157290378414633
168,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,-3.0,Andorra,Europe,c,2022,38,55,93,1.0
169,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,2.0,Andorra,Europe,c,2022,38,55,93,1.0
170,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,1.0,Andorra,Europe,c,2022,38,55,93,1.0
171,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.0,Andorra,Europe,c,2022,38,55,93,1.0
172,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,0.0,Andorra,Europe,c,2022,38,55,93,1.0
173,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.0,Andorra,Europe,c,2022,38,55,93,1.0
174,Andorra,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,2.0,Andorra,Europe,c,2022,38,55,93,1.0
175,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,37597.0,Andorra,Europe,c,2022,38,55,93,1.0
176,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,38402.0,Andorra,Europe,c,2022,38,55,93,1.0
177,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,38885.0,Andorra,Europe,c,2022,38,55,93,1.0
178,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,39886.0,Andorra,Europe,c,2022,38,55,93,1.0
179,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,39321.0,Andorra,Europe,c,2022,38,55,93,1.0
180,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,39319.0,Andorra,Europe,c,2022,38,55,93,1.0
181,Andorra,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,39413.0,Andorra,Europe,c,2022,38,55,93,1.0
182,Andorra,Gini index,SI.POV.GINI,2013,,Andorra,Europe,c,2022,38,55,93,1.0
183,Andorra,Gini index,SI.POV.GINI,2014,,Andorra,Europe,c,2022,38,55,93,1.0
184,Andorra,Gini index,SI.POV.GINI,2015,,Andorra,Europe,c,2022,38,55,93,1.0
185,Andorra,Gini index,SI.POV.GINI,2016,,Andorra,Europe,c,2022,38,55,93,1.0
186,Andorra,Gini index,SI.POV.GINI,2017,,Andorra,Europe,c,2022,38,55,93,1.0
187,Andorra,Gini index,SI.POV.GINI,2018,,Andorra,Europe,c,2022,38,55,93,1.0
188,Andorra,Gini index,SI.POV.GINI,2019,,Andorra,Europe,c,2022,38,55,93,1.0
189,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,,Andorra,Europe,c,2022,38,55,93,1.0
190,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Andorra,Europe,c,2022,38,55,93,1.0
191,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Andorra,Europe,c,2022,38,55,93,1.0
192,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,,Andorra,Europe,c,2022,38,55,93,1.0
193,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,,Andorra,Europe,c,2022,38,55,93,1.0
194,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,,Andorra,Europe,c,2022,38,55,93,1.0
195,Andorra,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,Andorra,Europe,c,2022,38,55,93,1.0
196,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,,Andorra,Europe,c,2022,38,55,93,1.0
197,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,,Andorra,Europe,c,2022,38,55,93,1.0
198,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,,Andorra,Europe,c,2022,38,55,93,1.0
199,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,,Andorra,Europe,c,2022,38,55,93,1.0
200,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,,Andorra,Europe,c,2022,38,55,93,1.0
201,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,,Andorra,Europe,c,2022,38,55,93,1.0
202,Andorra,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,Andorra,Europe,c,2022,38,55,93,1.0
203,Andorra,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Andorra,Europe,c,2022,38,55,93,1.0
204,Andorra,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Andorra,Europe,c,2022,38,55,93,1.0
