Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Azerbaijan,AZE,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,31.2756736428679,26.9327970337295,22.9135435142889,14.5219616959837,15.3320767739454,20.9716333862586,29.3546240939992,25.4816019448311,18.8017532307309,..
"Bahamas, The",BHS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,26658.2718840614,25421.2364958726,25762.2299088961,26221.4445895803,26223.6640273629,27133.1709834107,27089.5958891787,28201.4730459184,21071.8821313657,..
"Bahamas, The",BHS,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0123262091368237,0.014628204466075,0.0176754252123636,0.0142284971225151,0.0172000157782544,0.0172668668963389,0.0131164597095545,0.01245949621164,0.0179214631341619,..
Bahrain,BHR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,17002.5336668861,17739.2458626899,17406.7260746571,17402.9680730253,17825.6426430162,18089.7459861172,17485.8759877397,17796.6119276327,16341.1283708469,..
Bahrain,BHR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,23.9379174934912,24.8392438036047,22.5653624832189,12.2495472644117,8.76533723503548,10.1569284072004,13.0369080147772,11.3142283399329,8.6827268844,..
Bangladesh,BGD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1075.10172215619,1118.89755950879,1147.63029365671,1207.09784622663,1075.25614172397,1126.6824664805,1218.98331902788,1388.93743743468,1441.98861945845,..
Bangladesh,BGD,Gini index,SI.POV.GINI,..,..,..,..,32.4,..,..,..,..,..
Bangladesh,BGD,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,41.4,..,..,..,..,..
Bangladesh,BGD,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,8.6,..,..,..,..,..
Bangladesh,BGD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.63241180106445,1.16540741571536,1.11560721426565,0.923666722752773,0.586126104470663,0.56319753187907,0.599715199260464,0.412651566102271,0.318967548680135,..
Barbados,BRB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,14442.6791075036,..,..,..,..,..,..
Barbados,BRB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.561562631719982,0.532195138001254,0.462755001018461,0.195077776195894,0.142933942866438,0.217743353114144,0.321377221369412,0.279179607104937,0.221262259307958,..
Belarus,BLR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4972.24230887999,4964.73400472187,5120.33236105913,4891.06347523688,4610.01670174186,4799.80600126729,5012.538729391,5123.26462171568,4883.20410360697,..
Belarus,BLR,Gini index,SI.POV.GINI,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..
Belarus,BLR,Income share held by highest 20%,SI.DST.05TH.20,36.1,36.2,36.7,35.5,35.5,35.5,35.5,35.4,34.8,..
Belarus,BLR,Income share held by lowest 20%,SI.DST.FRST.20,9.5,9.5,9.3,9.7,9.9,9.9,10.1,10,10.3,..
Belarus,BLR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.79857706579051,1.47516456691948,1.34051912736817,1.17143847529288,1.2725341422979,1.61809072065052,1.99093325768474,1.72859328314867,1.69851918264026,..
Belgium,BEL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,32684.0779946993,32776.0323816786,33181.2083831119,33821.2161461813,34130.7567510607,34382.5568196737,34690.2989354318,35457.5098810673,32849.5124855609,..
Belgium,BEL,Gini index,SI.POV.GINI,27.5,27.7,28.1,27.7,27.6,27.4,27.2,27.2,..,..
Belgium,BEL,Income share held by highest 20%,SI.DST.05TH.20,36.4,36.4,36.9,36.5,36.4,36.3,36.4,36.5,..,..
Belgium,BEL,Income share held by lowest 20%,SI.DST.FRST.20,8.7,8.6,8.6,8.6,8.6,8.7,8.9,9,..,..
Belgium,BEL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0186459902935122,0.0193368905135548,0.0200023114878053,0.0195380201886472,0.0188126642437691,0.0166585662203543,0.019239121093776,0.0150959935264914,0.0162595589029317,..
Belize,BLZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3309.62675780732,3337.83831540703,3441.15946437557,3751.19114854884,3765.68915317842,3749.77917860732,3679.88643257461,3749.08396182383,3162.33856694382,..
Belize,BLZ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.83641560295755,3.55600149360228,2.64078179373652,1.20952058172765,1.03981503151429,0.954178597588331,0.996808197316465,0.790219798442613,0.829193635001881,..
Benin,BEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,838.820747487056,896.188287351373,925.084506309597,927.15323843788,940.791090277997,947.267626393376,977.865587989694,1025.99904844831,1027.21816224063,..
Benin,BEN,Gini index,SI.POV.GINI,..,..,..,47.8,..,..,37.8,..,..,..
Benin,BEN,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,52.1,..,..,45.4,..,..,..
Benin,BEN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,3.2,..,..,7,..,..,..
Benin,BEN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.91643001416052,3.51561852901866,3.70461529956937,4.30435329785485,4.45599386355762,4.10749745388018,2.46040412481133,2.4825328579817,2.32162334142658,..
Bermuda,BMU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0,..
Bhutan,BTN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1967.65394220868,2016.5121868732,2105.847248104,2186.7596320714,2310.17196476704,2425.9186586642,2504.51414256157,2621.19264012279,2387.25134852353,..
Bhutan,BTN,Gini index,SI.POV.GINI,38.8,..,..,..,..,37.4,..,..,..,..
Bhutan,BTN,Income share held by highest 20%,SI.DST.05TH.20,46.1,..,..,..,..,44.4,..,..,..,..
Bhutan,BTN,Income share held by lowest 20%,SI.DST.FRST.20,6.7,..,..,..,..,6.7,..,..,..,..
Bhutan,BTN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.22181097232926,3.42639737795127,3.41883860606992,4.02829541274311,4.43640193257497,3.36402525599169,1.98869700878608,2.17981058124967,2.88398062973872,..
Bolivia,BOL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2342.1046291401,2435.14734384584,2483.68845008231,2526.25133997945,2606.80875881583,2683.06473703277,2770.0067136992,2816.16311286737,2526.51596254821,..
Bolivia,BOL,Gini index,SI.POV.GINI,46.6,47.6,47.8,46.7,45.3,44.6,42.6,41.6,43.6,..
Bolivia,BOL,Income share held by highest 20%,SI.DST.05TH.20,50.6,51.9,52.3,51.2,49.4,49,47.5,47.3,49,..
Bolivia,BOL,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.6,3.8,3.9,3.7,3.9,4.5,5.1,4.7,..
Bolivia,BOL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,11.4725690418328,10.9041677869337,8.91759503400311,3.8289410853846,3.32733197033546,5.29143273381951,5.06676014470709,3.36219728217225,2.98790543114644,..
Bosnia and Herzegovina,BIH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3340.61107497638,3483.508651617,3557.93231192119,3816.40970571224,4081.59855232515,4273.46139720014,4527.6705726581,4746.46609831969,4627.65840192261,..
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.25753152676851,1.78183507013622,1.23990021070108,1.01181394906779,1.03934639659792,1.27177741029308,1.03467641221929,0.790181075567507,0.770192289852217,..
Botswana,BWA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4260.27513121344,4442.67578636864,5038.36993549089,4726.89734450438,5271.44103443365,5023.10778286607,4889.55406796368,4795.89796633549,4524.12547578574,..
Botswana,BWA,Gini index,SI.POV.GINI,..,..,..,53.3,..,..,..,..,..,..
Botswana,BWA,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,58.5,..,..,..,..,..,..
Botswana,BWA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,3.9,..,..,..,..,..,..
Botswana,BWA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.17549776734251,1.34946190970492,0.909144871928059,0.790999719233791,0.752329813253809,0.866281934032382,0.809852818321017,0.627107705023753,0.678482792828235,..
Brazil,BRA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,7811.17303759996,8091.43072590598,7985.05519261134,7619.18581904861,7307.592079182,7352.06190341798,7299.91856633581,7357.87978577172,7001.66388388882,..
Brazil,BRA,Gini index,SI.POV.GINI,53.4,52.7,52,51.9,53.3,53.3,53.9,53.5,48.9,..
Brazil,BRA,Income share held by highest 20%,SI.DST.05TH.20,58.1,57.5,56.9,56.7,58,57.8,58.3,57.8,54.7,..
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,..
Brazil,BRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.80614709341465,3.79387624071427,3.26188448971847,2.39115420220481,2.40156113031822,2.85356917586925,3.76454189015038,3.50615815689418,3.99116095210967,..
British Virgin Islands,VGB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,29625.475425888,29369.6488803844,29083.5796517119,25926.442129948,24563.0115863225,24911.9712723553,23540.9800130142,24740.5151862396,22388.3481411355,..
Brunei Darussalam,BRN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,26.7393793821722,22.7145071812267,21.3512693666338,18.7705498600504,14.5966181870272,17.8752113117638,26.1275819717252,22.6144238789656,17.0062595966655,..
Bulgaria,BGR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5546.64240007219,5502.50699379518,5662.37122527287,5819.9339794763,6167.16014978088,6467.19071412264,6639.22522466658,7113.06053191951,7120.42445157166,..
Bulgaria,BGR,Gini index,SI.POV.GINI,36,36.6,37.4,38.6,40.6,40.4,41.3,40.3,..,..
Bulgaria,BGR,Income share held by highest 20%,SI.DST.05TH.20,42.7,42.9,43.9,44.3,46.4,46.6,47.6,46.6,..,..
Bulgaria,BGR,Income share held by lowest 20%,SI.DST.FRST.20,6.2,5.7,6,5.3,5.4,5.7,5.7,5.7,..,..
Bulgaria,BGR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.63894699262514,1.12408985471809,0.789203021535909,0.656180991246573,0.52414515135178,0.746831713633773,0.671719737316267,0.579169522796877,0.587943699302687,..
Burkina Faso,BFA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,529.230581088464,530.70595843973,531.721177493184,544.784949360501,573.781250776258,593.551428692106,622.405330058545,644.652392638504,..,..
Burkina Faso,BFA,Gini index,SI.POV.GINI,..,..,35.3,..,..,..,47.3,..,..,..
Burkina Faso,BFA,Income share held by highest 20%,SI.DST.05TH.20,..,..,44.3,..,..,..,54.3,..,..,..
Burkina Faso,BFA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,8.3,..,..,..,5.5,..,..,..
Burkina Faso,BFA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,12.3920775641972,10.6495256934752,10.3109055603095,11.6328502274371,12.6155172356606,12.3099034187431,8.56376219172977,8.32073300790914,8.96317006468082,..
Burundi,BDI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,177.544518790406,185.372781217049,186.841357200124,207.60597681667,194.400863920148,186.911546949715,195.871337147515,198.654666091454,209.860867378365,..
Burundi,BDI,Gini index,SI.POV.GINI,..,38.6,..,..,..,..,..,..,..,..
Burundi,BDI,Income share held by highest 20%,SI.DST.05TH.20,..,46.3,..,..,..,..,..,..,..,..
Burundi,BDI,Income share held by lowest 20%,SI.DST.FRST.20,..,6.9,..,..,..,..,..,..,..,..
Burundi,BDI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,17.5280473681697,17.4953130756186,17.4462810682205,15.5324953465325,18.4481964113134,18.2770822739274,12.6036911469817,12.8511121762816,12.4085159262879,..
Cabo Verde,CPV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2380.2278483553,2413.26320795535,2382.1689539259,2430.40808634273,2525.94497197106,2583.35908055722,2710.34604304619,2840.33589350673,2353.5580556437,..
Cabo Verde,CPV,Gini index,SI.POV.GINI,..,..,..,42.4,..,..,..,..,..,..
Cabo Verde,CPV,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,48.7,..,..,..,..,..,..
Cabo Verde,CPV,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,5.7,..,..,..,..,..,..
Cabo Verde,CPV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,24.8704258480849,16.3999010631417,11.8695502972721,9.36705233575839,10.0621413317817,12.2047824536164,14.1459207306859,13.0374510736862,11.4732102311572,..
Cambodia,KHM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,875.091141602544,937.208888970074,947.024118825167,991.285892106514,1052.63819058753,1113.84472265096,1214.94564439219,1318.73699329571,1269.45479863483,..
Cambodia,KHM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.29398350561854,1.90292633653539,2.54877079896641,1.81768657281802,1.84795781918419,1.93951731869573,0.875612451869286,0.682368291397758,1.01647596716402,..
Cameroon,CMR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,996.266350613953,1054.95847648694,1100.54882968613,1127.75373003423,1155.57119827332,1156.5534120606,1179.12561191364,1202.99580990488,1239.668109015,..
Cameroon,CMR,Gini index,SI.POV.GINI,..,..,46.6,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by highest 20%,SI.DST.05TH.20,..,..,51.7,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,4.5,..,..,..,..,..,..,..
Cameroon,CMR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,8.73671548824749,7.51401738371255,7.57680290320283,5.86322500828741,5.46817987250364,6.40469692102559,6.49686681355859,6.02249184891687,4.67837128338707,..
Canada,CAN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,35539.6397480447,36051.6272266887,36564.9204163862,35274.0203370235,35199.5433219659,36589.1532625883,36628.4233196151,37041.0105878955,34083.9250861895,..
Canada,CAN,Gini index,SI.POV.GINI,33.5,33.8,33.2,33.7,32.7,33.3,..,..,..,..
Canada,CAN,Income share held by highest 20%,SI.DST.05TH.20,40.6,40.6,40.4,40.9,40.2,40.6,..,..,..,..
